stock,sentiment,timestamp
HDB,0.0516,2026-04-30T01:56:21.602302
HDB,0.4939,2026-04-30T01:56:21.607547
HDB,0.9274,2026-04-30T01:56:21.613447
HDB,-0.9231,2026-04-30T01:56:21.618447
HDB,0.6705,2026-04-30T01:56:21.623458
HDB,0.6486,2026-04-30T01:56:21.628390
HDB,0.6361,2026-04-30T01:56:21.633292
ADIB,0.5719,2026-04-30T01:56:22.279754
ADIB,0.0516,2026-04-30T01:56:22.289005
ADIB,0.4939,2026-04-30T01:56:22.295963
ADIB,0.9274,2026-04-30T01:56:22.300714
ADIB,-0.9231,2026-04-30T01:56:22.305399
ADIB,0.6705,2026-04-30T01:56:22.309970
ADIB,0.6486,2026-04-30T01:56:22.314533
ADIB,0.6361,2026-04-30T01:56:22.319118
CIB,-0.296,2026-04-30T01:56:52.958578
CIB,0.0,2026-04-30T01:56:52.968794
CIB,0.0,2026-04-30T01:56:52.974912
CIB,-0.101,2026-04-30T01:56:52.979797
CIB,-0.872,2026-04-30T01:56:52.984826
CIB,-0.5664,2026-04-30T01:56:52.990382
CIB,0.5719,2026-04-30T01:56:52.997926
CIB,0.0516,2026-04-30T01:56:53.003096
CIB,0.4939,2026-04-30T01:56:53.008151
CIB,0.9274,2026-04-30T01:56:53.013220
FAISAL,0.5719,2026-04-30T01:56:53.572204
FAISAL,0.0516,2026-04-30T01:56:53.578518
FAISAL,0.4939,2026-04-30T01:56:53.583404
FAISAL,0.9274,2026-04-30T01:56:53.588293
FAISAL,-0.9231,2026-04-30T01:56:53.592936
FAISAL,0.6705,2026-04-30T01:56:53.597626
FAISAL,0.6486,2026-04-30T01:56:53.602255
FAISAL,0.6361,2026-04-30T01:56:53.606970
HDB,0.5719,2026-04-30T01:56:54.200383
HDB,0.0516,2026-04-30T01:56:54.205737
HDB,0.4939,2026-04-30T01:56:54.210660
HDB,0.9274,2026-04-30T01:56:54.216199
HDB,-0.9231,2026-04-30T01:56:54.221408
HDB,0.6705,2026-04-30T01:56:54.226321
HDB,0.6486,2026-04-30T01:56:54.231608
HDB,0.6361,2026-04-30T01:56:54.237013
ADIB,0.5719,2026-04-30T01:56:54.805812
ADIB,0.0516,2026-04-30T01:56:54.813974
ADIB,0.4939,2026-04-30T01:56:54.818828
ADIB,0.9274,2026-04-30T01:56:54.823558
ADIB,-0.9231,2026-04-30T01:56:54.828103
ADIB,0.6705,2026-04-30T01:56:54.832758
ADIB,0.6486,2026-04-30T01:56:54.837368
ADIB,0.6361,2026-04-30T01:56:54.841994
CIB,-0.296,2026-04-30T01:57:25.483315
CIB,0.0,2026-04-30T01:57:25.490928
CIB,0.0,2026-04-30T01:57:25.496257
CIB,-0.101,2026-04-30T01:57:25.501101
CIB,-0.872,2026-04-30T01:57:25.506051
CIB,-0.5664,2026-04-30T01:57:25.510941
CIB,0.5719,2026-04-30T01:57:25.515991
CIB,0.0516,2026-04-30T01:57:25.520955
CIB,0.4939,2026-04-30T01:57:25.526331
CIB,0.9274,2026-04-30T01:57:25.535753
FAISAL,0.5719,2026-04-30T01:57:26.134719
FAISAL,0.0516,2026-04-30T01:57:26.140842
FAISAL,0.4939,2026-04-30T01:57:26.145689
FAISAL,0.9274,2026-04-30T01:57:26.150592
FAISAL,-0.9231,2026-04-30T01:57:26.155270
FAISAL,0.6705,2026-04-30T01:57:26.159966
FAISAL,0.6486,2026-04-30T01:57:26.164662
FAISAL,0.6361,2026-04-30T01:57:26.169323
HDB,0.5719,2026-04-30T01:57:26.771696
